Airline_Code,SourceAirportCityCountry,DestinationAirportCityCountry
3M,"Meridian" "United States","Atlanta" "United States"
3M,"Marsh Harbor" "Bahamas","Fort Lauderdale" "United States"
3M,"Marsh Harbor" "Bahamas","Jacksonville" "United States"
3M,"Marsh Harbor" "Bahamas","Orlando" "United States"
3M,"Marsh Harbor" "Bahamas","West Palm Beach" "United States"
3M,"Muscle Shoals" "United States","Atlanta" "United States"
3M,"West Palm Beach" "United States","North Eleuthera" "Bahamas"
3M,"West Palm Beach" "United States","Marsh Harbor" "Bahamas"
3M,"West Palm Beach" "United States","Tampa" "United States"
3M,"Hattiesburg/Laurel" "United States","Atlanta" "United States"
3M,"Pensacola" "United States","Orlando" "United States"
3M,"Pensacola" "United States","Tampa" "United States"
3M,"Fort Myers" "United States","Key West" "United States"
3M,"Fort Myers" "United States","Orlando" "United States"
3M,"Treasure Cay" "Bahamas","Fort Lauderdale" "United States"
3M,"Tallahassee" "United States","Orlando" "United States"
3M,"Tallahassee" "United States","Tampa" "United States"
3M,"Tampa" "United States","Key West" "United States"
3M,"Tampa" "United States","Fort Lauderdale" "United States"
3M,"Tampa" "United States","Gainesville" "United States"
3M,"Tampa" "United States","Jacksonville" "United States"
3M,"Tampa" "United States","West Palm Beach" "United States"
3M,"Tampa" "United States","Pensacola" "United States"
3M,"Tampa" "United States","Tallahassee" "United States"
3M,"Tupelo" "United States","Atlanta" "United States"
3M,"Tupelo" "United States","Greenville" "United States"
3O,"Amsterdam" "Netherlands","El Aroui" "Morocco"
3O,"Amsterdam" "Netherlands","Tanger" "Morocco"
3O,"Barcelona" "Spain","Casablanca" "Morocco"
3O,"Barcelona" "Spain","El Aroui" "Morocco"
3O,"Barcelona" "Spain","Tanger" "Morocco"
3O,"Bergamo" "Italy","Casablanca" "Morocco"
3O,"Bologna" "Italy","Casablanca" "Morocco"
3O,"Brussels" "Belgium","Casablanca" "Morocco"
3O,"Brussels" "Belgium","El Aroui" "Morocco"
3O,"Brussels" "Belgium","Tanger" "Morocco"
3O,"Cologne" "Germany","El Aroui" "Morocco"
3O,"Casablanca" "Morocco","Barcelona" "Spain"
3O,"Casablanca" "Morocco","Bergamo" "Italy"
3O,"Casablanca" "Morocco","Bologna" "Italy"
3O,"Casablanca" "Morocco","Brussels" "Belgium"
3O,"Casablanca" "Morocco","Cuneo" "Italy"
3O,"Casablanca" "Morocco","London" "United Kingdom"
3O,"Casablanca" "Morocco","Lyon" "France"
3O,"Casablanca" "Morocco","Montpellier" "France"
3O,"Casablanca" "Morocco","Istanbul" "Turkey"
3O,"Casablanca" "Morocco","Toulouse" "France"
3O,"Casablanca" "Morocco","Treviso" "Italy"
3O,"Cuneo" "Italy","Casablanca" "Morocco"
3O,"Fes" "Morocco","Montpellier" "France"
3O,"London" "United Kingdom","Casablanca" "Morocco"
3O,"London" "United Kingdom","Tanger" "Morocco"
3O,"Lyon" "France","Casablanca" "Morocco"
3O,"Montpellier" "France","Casablanca" "Morocco"
3O,"Montpellier" "France","Fes" "Morocco"
3O,"Montpellier" "France","El Aroui" "Morocco"
3O,"El Aroui" "Morocco","Amsterdam" "Netherlands"
3O,"El Aroui" "Morocco","Barcelona" "Spain"
3O,"El Aroui" "Morocco","Brussels" "Belgium"
3O,"El Aroui" "Morocco","Cologne" "Germany"
3O,"El Aroui" "Morocco","Montpellier" "France"
3O,"El Aroui" "Morocco","Palma de Mallorca" "Spain"
3O,"Palma de Mallorca" "Spain","El Aroui" "Morocco"
3O,"Istanbul" "Turkey","Casablanca" "Morocco"
3O,"Toulouse" "France","Casablanca" "Morocco"
3O,"Tanger" "Morocco","Amsterdam" "Netherlands"
3O,"Tanger" "Morocco","Barcelona" "Spain"
3O,"Tanger" "Morocco","Brussels" "Belgium"
3O,"Tanger" "Morocco","London" "United Kingdom"
3O,"Treviso" "Italy","Casablanca" "Morocco"
3P,"Oranjestad" "Aruba","Paraguana" "Venezuela"
3P,"Oranjestad" "Aruba","Maracaibo" "Venezuela"
3P,"Kralendijk" "Netherlands Antilles","Willemstad" "Netherlands Antilles"
3P,"Willemstad" "Netherlands Antilles","Oranjestad" "Aruba"
3P,"Paraguana" "Venezuela","Oranjestad" "Aruba"
3P,"Maracaibo" "Venezuela","Oranjestad" "Aruba"
3R,"Astrakhan" "Russia","Moscow" "Russia"
3R,"Astrakhan" "Russia","St. Petersburg" "Russia"
3R,"Bukhara" "Uzbekistan","Moscow" "Russia"
3R,"Moscow" "Russia","Astrakhan" "Russia"
3R,"Moscow" "Russia","Bukhara" "Uzbekistan"
3R,"Moscow" "Russia","Belgorod" "Russia"
3R,"Moscow" "Russia","Fergana" "Uzbekistan"
3R,"Moscow" "Russia","Khanabad" "Uzbekistan"
3R,"Moscow" "Russia","Namangan" "Uzbekistan"
3R,"Moscow" "Russia","Navoi" "Uzbekistan"
3R,"Moscow" "Russia","Samarkand" "Uzbekistan"
3R,"Moscow" "Russia","Tivat" "Montenegro"
3R,"Belgorod" "Russia","Moscow" "Russia"
3R,"Fergana" "Uzbekistan","Moscow" "Russia"
3R,"Khanabad" "Uzbekistan","Moscow" "Russia"
3R,"St. Petersburg" "Russia","Astrakhan" "Russia"
3R,"Namangan" "Uzbekistan","Moscow" "Russia"
3R,"Navoi" "Uzbekistan","Moscow" "Russia"
3R,"Samarkand" "Uzbekistan","Moscow" "Russia"
3R,"Tivat" "Montenegro","Moscow" "Russia"
3S,"Antigua" "Antigua and Barbuda","Pointe-a-pitre" "Guadeloupe"
3S,"Cayenne" "French Guiana","Fort-de-france" "Martinique"
3S,"Willemstad" "Netherlands Antilles","Santo Domingo" "Dominican Republic"
3S,"Dominica" "Dominica","Pointe-a-pitre" "Guadeloupe"
3S,"Dominica" "Dominica","Philipsburg" "Netherlands Antilles"
3S,"Fort-de-france" "Martinique","Cayenne" "French Guiana"
3S,"Fort-de-france" "Martinique","Pointe-a-pitre" "Guadeloupe"
3S,"Fort-de-france" "Martinique","Santo Domingo" "Dominican Republic"
3S,"Fort-de-france" "Martinique","Castries" "Saint Lucia"
3S,"Pointe-a-pitre" "Guadeloupe","Antigua" "Antigua and Barbuda"
3S,"Pointe-a-pitre" "Guadeloupe","Dominica" "Dominica"
3S,"Pointe-a-pitre" "Guadeloupe","Fort-de-france" "Martinique"
3S,"Pointe-a-pitre" "Guadeloupe","Gustavia" "France"
3S,"Pointe-a-pitre" "Guadeloupe","Santo Domingo" "Dominican Republic"
3S,"Pointe-a-pitre" "Guadeloupe","St. Martin" "Guadeloupe"
3S,"Pointe-a-pitre" "Guadeloupe","Philipsburg" "Netherlands Antilles"
3S,"Gustavia" "France","Pointe-a-pitre" "Guadeloupe"
3S,"Santo Domingo" "Dominican Republic","Pointe-a-pitre" "Guadeloupe"
3S,"Santo Domingo" "Dominican Republic","Philipsburg" "Netherlands Antilles"
3S,"St. Martin" "Guadeloupe","Pointe-a-pitre" "Guadeloupe"
3S,"Castries" "Saint Lucia","Fort-de-france" "Martinique"
3S,"Philipsburg" "Netherlands Antilles","Dominica" "Dominica"
3S,"Philipsburg" "Netherlands Antilles","Pointe-a-pitre" "Guadeloupe"
3S,"Philipsburg" "Netherlands Antilles","Santo Domingo" "Dominican Republic"
3U,"Beihai" "China","Xi'an" "China"
3U,"Guangzhou" "China","Chongqing" "China"
3U,"Guangzhou" "China","Chengdu" "China"
3U,"Guangzhou" "China","Saipan" "Northern Mariana Islands"
3U,"Zhengzhou" "China","Changchun" "China"
3U,"Zhengzhou" "China","Chongqing" "China"
3U,"Zhengzhou" "China","Chengdu" "China"
3U,"Zhengzhou" "China","Hangzhou" "China"
3U,"Zhengzhou" "China","Harbin" "China"
3U,"Zhengzhou" "China","Kunming" "China"
3U,"Zhengzhou" "China","Urumqi" "China"
3U,"Changchun" "China","Zhengzhou" "China"
3U,"Changchun" "China","Nanjing" "China"
3U,"Changchun" "China","Jinan" "China"
3U,"Changchun" "China","Tianjin" "China"
3U,"Chongqing" "China","Guangzhou" "China"
3U,"Chongqing" "China","Zhengzhou" "China"
3U,"Chongqing" "China","Changcha" "China"
3U,"Chongqing" "China","Chengdu" "China"
3U,"Chongqing" "China","Changzhou" "China"
3U,"Chongqing" "China","Dalian" "China"
3U,"Chongqing" "China","Dayong" "China"
3U,"Chongqing" "China","Haikou" "China"
3U,"Chongqing" "China","Hangzhou" "China"
3U,"Chongqing" "China","Phuket" "Thailand"
3U,"Chongqing" "China","Yinchuan" "China"
3U,"Chongqing" "China","Nanchang" "China"
3U,"Chongqing" "China","Kunming" "China"
3U,"Chongqing" "China","Lanzhou" "China"
3U,"Chongqing" "China","Lijiang" "China"
3U,"Chongqing" "China","Lhasa" "China"
3U,"Chongqing" "China","Ninbo" "China"
3U,"Chongqing" "China","Nanjing" "China"
3U,"Chongqing" "China","Nanning" "China"
3U,"Chongqing" "China","Beijing" "China"
3U,"Chongqing" "China","Shanghai" "China"
3U,"Chongqing" "China","Panzhihua" "China"
3U,"Chongqing" "China","Shantou" "China"
3U,"Chongqing" "China","Sydney" "Australia"
3U,"Chongqing" "China","Sanya" "China"
3U,"Chongqing" "China","Shenzhen" "China"
3U,"Chongqing" "China","Jinan" "China"
3U,"Chongqing" "China","Taipei" "Taiwan"
3U,"Chongqing" "China","Tianjin" "China"
3U,"Chongqing" "China","Taiyuan" "China"
3U,"Chongqing" "China","Urumqi" "China"
3U,"Chongqing" "China","Wuhan" "China"
3U,"Chongqing" "China","Wuxi" "China"
3U,"Chongqing" "China","Xi'an" "China"
3U,"Chongqing" "China","Xining" "China"
3U,"Chongqing" "China","Yichang" "China"
3U,"Chongqing" "China","Zhanjiang" "China"
3U,"Changcha" "China","Chongqing" "China"
3U,"Changcha" "China","Chengdu" "China"
3U,"Changcha" "China","Fuzhou" "China"
3U,"Changcha" "China","Kunming" "China"
3U,"Changcha" "China","Shenyang" "China"
3U,"Changcha" "China","Wenzhou" "China"
3U,"Changcha" "China","Xiamen" "China"
3U,"Chengdu" "China","Guangzhou" "China"
3U,"Chengdu" "China","Zhengzhou" "China"
3U,"Chengdu" "China","Chongqing" "China"
3U,"Chengdu" "China","Changcha" "China"
3U,"Chengdu" "China","Daocheng" "China"
3U,"Chengdu" "China","Dongsheng" "China"
3U,"Chengdu" "China","Haikou" "China"
3U,"Chengdu" "China","Handan" "China"
3U,"Chengdu" "China","Hohhot" "China"
3U,"Chengdu" "China","Hefei" "China"
3U,"Chengdu" "China","Hangzhou" "China"
3U,"Chengdu" "China","Hong Kong" "Hong Kong"
3U,"Chengdu" "China","Phuket" "Thailand"
3U,"Chengdu" "China","Seoul" "South Korea"
3U,"Chengdu" "China","Yinchuan" "China"
3U,"Chengdu" "China","Jinghonggasa" "China"
3U,"Chengdu" "China","Qianjiang" "China"
3U,"Chengdu" "China","Jiuzhaigou" "China"
3U,"Chengdu" "China","Nanchang" "China"
3U,"Chengdu" "China","Kunming" "China"
3U,"Chengdu" "China","Ganzhou" "China"
3U,"Chengdu" "China","Guiyang" "China"
3U,"Chengdu" "China","Lanzhou" "China"
3U,"Chengdu" "China","Lijiang" "China"
3U,"Chengdu" "China","Luxi" "China"
3U,"Chengdu" "China","Lhasa" "China"
3U,"Chengdu" "China","Nyingchi" "China"
3U,"Chengdu" "China","Melbourne" "Australia"
3U,"Chengdu" "China","Nanjing" "China"
3U,"Chengdu" "China","Nanning" "China"
3U,"Chengdu" "China","Beijing" "China"
3U,"Chengdu" "China","Shanghai" "China"
3U,"Chengdu" "China","Panzhihua" "China"
3U,"Chengdu" "China","Shenyang" "China"
3U,"Chengdu" "China","Shijiazhuang" "China"
3U,"Chengdu" "China","Sanya" "China"
3U,"Chengdu" "China","Shenzhen" "China"
3U,"Chengdu" "China","Qingdao" "China"
3U,"Chengdu" "China","Jinan" "China"
3U,"Chengdu" "China","Taipei" "Taiwan"
3U,"Chengdu" "China","Tianjin" "China"
3U,"Chengdu" "China","Taiyuan" "China"
3U,"Chengdu" "China","Urumqi" "China"
3U,"Chengdu" "China","Wenzhou" "China"
3U,"Chengdu" "China","Wuhan" "China"
3U,"Chengdu" "China","Wuxi" "China"
3U,"Chengdu" "China","Wanxian" "China"
3U,"Chengdu" "China","Xichang" "China"
3U,"Chengdu" "China","Xi'an" "China"
3U,"Chengdu" "China","Xiamen" "China"
3U,"Chengdu" "China","Xining" "China"
3U,"Chengdu" "China","Xuzhou" "China"
3U,"Chengdu" "China","Yichang" "China"
3U,"Chengdu" "China","Yangzhou" "China"
3U,"Changzhou" "China","Chongqing" "China"
3U,"Changzhou" "China","Harbin" "China"
3U,"Changzhou" "China","Xiamen" "China"
3U,"Changzhou" "China","Zhuhai" "China"
3U,"Datong" "China","Taiyuan" "China"
3U,"Daocheng" "China","Chengdu" "China"
3U,"Dalian" "China","Chongqing" "China"
3U,"Dalian" "China","Hangzhou" "China"
3U,"Dalian" "China","Harbin" "China"
3U,"Dalian" "China","Jinan" "China"
3U,"Dalian" "China","Xuzhou" "China"
3U,"Dunhuang" "China","Lanzhou" "China"
3U,"Dongsheng" "China","Chengdu" "China"
3U,"Dongsheng" "China","Shenyang" "China"
3U,"Dayong" "China","Chongqing" "China"
3U,"Dayong" "China","Nanjing" "China"
3U,"Fuzhou" "China","Changcha" "China"
3U,"Fuzhou" "China","Xi'an" "China"
3U,"Xiahe city" "China","Lhasa" "China"
3U,"Xiahe city" "China","Xi'an" "China"
3U,"Haikou" "China","Chongqing" "China"
3U,"Haikou" "China","Chengdu" "China"
3U,"Haikou" "China","Hangzhou" "China"
3U,"Haikou" "China","Ninbo" "China"
3U,"Haikou" "China","Zhuhai" "China"
3U,"Handan" "China","Chengdu" "China"
3U,"Hohhot" "China","Chengdu" "China"
3U,"Hefei" "China","Chengdu" "China"
3U,"Hangzhou" "China","Zhengzhou" "China"
3U,"Hangzhou" "China","Chongqing" "China"
3U,"Hangzhou" "China","Chengdu" "China"
3U,"Hangzhou" "China","Dalian" "China"
3U,"Hangzhou" "China","Haikou" "China"
3U,"Hangzhou" "China","Guiyang" "China"
3U,"Hangzhou" "China","Tianjin" "China"
3U,"Hangzhou" "China","Taiyuan" "China"
3U,"Hong Kong" "Hong Kong","Chengdu" "China"
3U,"Hong Kong" "Hong Kong","Yichang" "China"
3U,"Hong Kong" "Hong Kong","Zhanjiang" "China"
3U,"Phuket" "Thailand","Chongqing" "China"
3U,"Phuket" "Thailand","Chengdu" "China"
3U,"Harbin" "China","Zhengzhou" "China"
3U,"Harbin" "China","Changzhou" "China"
3U,"Harbin" "China","Dalian" "China"
3U,"Harbin" "China","Yinchuan" "China"
3U,"Harbin" "China","Ninbo" "China"
3U,"Harbin" "China","Nanjing" "China"
3U,"Harbin" "China","Manzhouli" "China"
3U,"Harbin" "China","Shijiazhuang" "China"
3U,"Harbin" "China","Jinan" "China"
3U,"Harbin" "China","Tianjin" "China"
3U,"Harbin" "China","Wenzhou" "China"
3U,"Harbin" "China","Wuhan" "China"
3U,"Harbin" "China","Xi'an" "China"
3U,"Harbin" "China","Xuzhou" "China"
3U,"Seoul" "South Korea","Chengdu" "China"
3U,"Yinchuan" "China","Chongqing" "China"
3U,"Yinchuan" "China","Chengdu" "China"
3U,"Yinchuan" "China","Harbin" "China"
3U,"Yinchuan" "China","Guilin" "China"
3U,"Jiayuguan" "China","Lanzhou" "China"
3U,"Jinghonggasa" "China","Chengdu" "China"
3U,"Jinghonggasa" "China","Kunming" "China"
3U,"Qianjiang" "China","Chengdu" "China"
3U,"Quanzhou" "China","Guiyang" "China"
3U,"Quanzhou" "China","Wuhan" "China"
3U,"Jiuzhaigou" "China","Chengdu" "China"
3U,"Kashi" "China","Urumqi" "China"
3U,"Nanchang" "China","Chongqing" "China"
3U,"Nanchang" "China","Chengdu" "China"
3U,"Nanchang" "China","Kunming" "China"
3U,"Nanchang" "China","Ninbo" "China"
3U,"Kunming" "China","Zhengzhou" "China"
3U,"Kunming" "China","Chongqing" "China"
3U,"Kunming" "China","Changcha" "China"
3U,"Kunming" "China","Chengdu" "China"
3U,"Kunming" "China","Jinghonggasa" "China"
3U,"Kunming" "China","Nanchang" "China"
3U,"Kunming" "China","Guiyang" "China"
3U,"Kunming" "China","Luxi" "China"
3U,"Kunming" "China","Ninbo" "China"
3U,"Kunming" "China","Nanjing" "China"
3U,"Kunming" "China","Qingdao" "China"
3U,"Kunming" "China","Jinan" "China"
3U,"Kunming" "China","Taipei" "Taiwan"
3U,"Kunming" "China","Wanxian" "China"
3U,"Kunming" "China","Xi'an" "China"
3U,"Kunming" "China","Xiamen" "China"
3U,"Kunming" "China","Xuzhou" "China"
3U,"Ganzhou" "China","Chengdu" "China"
3U,"Ganzhou" "China","Xiamen" "China"
3U,"Guiyang" "China","Chengdu" "China"
3U,"Guiyang" "China","Hangzhou" "China"
3U,"Guiyang" "China","Quanzhou" "China"
3U,"Guiyang" "China","Kunming" "China"
3U,"Guiyang" "China","Lanzhou" "China"
3U,"Guiyang" "China","Sanya" "China"
3U,"Guiyang" "China","Wenzhou" "China"
3U,"Guiyang" "China","Xuzhou" "China"
3U,"Guilin" "China","Yinchuan" "China"
3U,"Guilin" "China","Shijiazhuang" "China"
3U,"Guilin" "China","Sanya" "China"
3U,"Lanzhou" "China","Chongqing" "China"
3U,"Lanzhou" "China","Chengdu" "China"
3U,"Lanzhou" "China","Dunhuang" "China"
3U,"Lanzhou" "China","Jiayuguan" "China"
3U,"Lanzhou" "China","Guiyang" "China"
3U,"Lanzhou" "China","Tianjin" "China"
3U,"Lijiang" "China","Chongqing" "China"
3U,"Lijiang" "China","Chengdu" "China"
3U,"Lijiang" "China","Mianyang" "China"
3U,"Luxi" "China","Chengdu" "China"
3U,"Luxi" "China","Kunming" "China"
3U,"Lhasa" "China","Chongqing" "China"
3U,"Lhasa" "China","Chengdu" "China"
3U,"Lhasa" "China","Xiahe city" "China"
3U,"Lhasa" "China","Xi'an" "China"
3U,"Lhasa" "China","Xining" "China"
3U,"Linyi" "China","Xi'an" "China"
3U,"Nyingchi" "China","Chengdu" "China"
3U,"Melbourne" "Australia","Chengdu" "China"
3U,"Mianyang" "China","Lijiang" "China"
3U,"Mianyang" "China","Nanjing" "China"
3U,"Mianyang" "China","Sanya" "China"
3U,"Mianyang" "China","Xining" "China"
3U,"Ninbo" "China","Chongqing" "China"
3U,"Ninbo" "China","Haikou" "China"
3U,"Ninbo" "China","Harbin" "China"
3U,"Ninbo" "China","Nanchang" "China"
3U,"Ninbo" "China","Kunming" "China"
3U,"Ninbo" "China","Shenyang" "China"
3U,"Ninbo" "China","Sanya" "China"
3U,"Nanjing" "China","Changchun" "China"
3U,"Nanjing" "China","Chongqing" "China"
3U,"Nanjing" "China","Chengdu" "China"
3U,"Nanjing" "China","Dayong" "China"
3U,"Nanjing" "China","Harbin" "China"
3U,"Nanjing" "China","Kunming" "China"
3U,"Nanjing" "China","Mianyang" "China"
3U,"Nanjing" "China","Sanya" "China"
3U,"Nanning" "China","Chongqing" "China"
3U,"Nanning" "China","Chengdu" "China"
3U,"Nanning" "China","Ho Chi Minh City" "Vietnam"
3U,"Nanning" "China","Wuhan" "China"
3U,null null,"Wuhan" "China"
3U,"Manzhouli" "China","Harbin" "China"
3U,"Beijing" "China","Chongqing" "China"
3U,"Beijing" "China","Chengdu" "China"
3U,"Beijing" "China","Wanxian" "China"
3U,"Beijing" "China","Zhongwei" "China"
3U,"Shanghai" "China","Chongqing" "China"
3U,"Shanghai" "China","Chengdu" "China"
3U,"Shanghai" "China","Saipan" "Northern Mariana Islands"
3U,"Panzhihua" "China","Chongqing" "China"
3U,"Panzhihua" "China","Chengdu" "China"
3U,"Ho Chi Minh City" "Vietnam","Nanning" "China"
3U,"Shenyang" "China","Changcha" "China"
3U,"Shenyang" "China","Chengdu" "China"
3U,"Shenyang" "China","Dongsheng" "China"
3U,"Shenyang" "China","Ninbo" "China"
3U,"Shenyang" "China","Taiyuan" "China"
3U,"Shenyang" "China","Xuzhou" "China"
3U,"Shenyang" "China","Vancouver" "Canada"
3U,"Shijiazhuang" "China","Chengdu" "China"
3U,"Shijiazhuang" "China","Harbin" "China"
3U,"Shijiazhuang" "China","Guilin" "China"
3U,"Saipan" "Northern Mariana Islands","Guangzhou" "China"
3U,"Saipan" "Northern Mariana Islands","Shanghai" "China"
3U,"Shantou" "China","Chongqing" "China"
3U,"Sydney" "Australia","Chongqing" "China"
3U,"Sanya" "China","Chongqing" "China"
3U,"Sanya" "China","Chengdu" "China"
3U,"Sanya" "China","Guiyang" "China"
3U,"Sanya" "China","Guilin" "China"
3U,"Sanya" "China","Mianyang" "China"
3U,"Sanya" "China","Ninbo" "China"
3U,"Sanya" "China","Nanjing" "China"
3U,"Sanya" "China","Jinan" "China"
3U,"Sanya" "China","Wenzhou" "China"
3U,"Sanya" "China","Yibin" "China"
3U,"Shenzhen" "China","Chongqing" "China"
3U,"Shenzhen" "China","Chengdu" "China"
3U,"Shenzhen" "China","Wanxian" "China"
3U,"Qingdao" "China","Chengdu" "China"
3U,"Qingdao" "China","Kunming" "China"
3U,"Jinan" "China","Changchun" "China"
3U,"Jinan" "China","Chongqing" "China"
3U,"Jinan" "China","Chengdu" "China"
3U,"Jinan" "China","Dalian" "China"
3U,"Jinan" "China","Harbin" "China"
3U,"Jinan" "China","Kunming" "China"
3U,"Jinan" "China","Sanya" "China"
3U,"Jinan" "China","Xi'an" "China"
3U,"Taipei" "Taiwan","Kunming" "China"
3U,"Taipei" "Taiwan","Chongqing" "China"
3U,"Taipei" "Taiwan","Chengdu" "China"
3U,"Tianjin" "China","Changchun" "China"
3U,"Tianjin" "China","Chongqing" "China"
3U,"Tianjin" "China","Chengdu" "China"
3U,"Tianjin" "China","Hangzhou" "China"
3U,"Tianjin" "China","Harbin" "China"
3U,"Tianjin" "China","Lanzhou" "China"
3U,null null,"Taiyuan" "China"
3U,"Taiyuan" "China","Chongqing" "China"
3U,"Taiyuan" "China","Chengdu" "China"
3U,"Taiyuan" "China","Datong" "China"
3U,"Taiyuan" "China","Hangzhou" "China"
3U,"Taiyuan" "China","Shenyang" "China"
3U,"Taiyuan" "China",null null
3U,"Urumqi" "China","Zhengzhou" "China"
3U,"Urumqi" "China","Chongqing" "China"
3U,"Urumqi" "China","Chengdu" "China"
3U,"Urumqi" "China","Kashi" "China"
3U,"Urumqi" "China","Xi'an" "China"
3U,"Yulin" "China","Xi'an" "China"
3U,"Wenzhou" "China","Changcha" "China"
3U,"Wenzhou" "China","Chengdu" "China"
3U,"Wenzhou" "China","Harbin" "China"
3U,"Wenzhou" "China","Guiyang" "China"
3U,"Wenzhou" "China","Sanya" "China"
3U,"Wuhan" "China","Chongqing" "China"
3U,"Wuhan" "China","Chengdu" "China"
3U,"Wuhan" "China","Harbin" "China"
3U,"Wuhan" "China","Quanzhou" "China"
3U,"Wuhan" "China","Nanning" "China"
3U,"Wuhan" "China",null null
3U,"Wuxi" "China","Chongqing" "China"
3U,"Wuxi" "China","Chengdu" "China"
3U,"Wanxian" "China","Chengdu" "China"
3U,"Wanxian" "China","Kunming" "China"
3U,"Wanxian" "China","Beijing" "China"
3U,"Wanxian" "China","Shenzhen" "China"
3U,"Xichang" "China","Chengdu" "China"
3U,"Xi'an" "China","Beihai" "China"
3U,"Xi'an" "China","Chongqing" "China"
3U,"Xi'an" "China","Chengdu" "China"
3U,"Xi'an" "China","Fuzhou" "China"
3U,"Xi'an" "China","Xiahe city" "China"
3U,"Xi'an" "China","Harbin" "China"
3U,"Xi'an" "China","Kunming" "China"
3U,"Xi'an" "China","Lhasa" "China"
3U,"Xi'an" "China","Linyi" "China"
3U,"Xi'an" "China","Jinan" "China"
3U,"Xi'an" "China","Urumqi" "China"
3U,"Xi'an" "China","Yulin" "China"
3U,"Xi'an" "China","Xiamen" "China"
3U,"Xi'an" "China","Xining" "China"
3U,"Xi'an" "China","Yibin" "China"
3U,"Xiamen" "China","Changcha" "China"
3U,"Xiamen" "China","Chengdu" "China"
3U,"Xiamen" "China","Changzhou" "China"
3U,"Xiamen" "China","Kunming" "China"
3U,"Xiamen" "China","Ganzhou" "China"
3U,"Xiamen" "China","Xi'an" "China"
3U,"Xining" "China","Chongqing" "China"
3U,"Xining" "China","Chengdu" "China"
3U,"Xining" "China","Lhasa" "China"
3U,"Xining" "China","Mianyang" "China"
3U,"Xining" "China","Xi'an" "China"
3U,"Xining" "China","Zhongwei" "China"
3U,"Xuzhou" "China","Chengdu" "China"
3U,"Xuzhou" "China","Dalian" "China"
3U,"Xuzhou" "China","Harbin" "China"
3U,"Xuzhou" "China","Kunming" "China"
3U,"Xuzhou" "China","Guiyang" "China"
3U,"Xuzhou" "China","Shenyang" "China"
3U,"Yibin" "China","Sanya" "China"
3U,"Yibin" "China","Xi'an" "China"
3U,"Yichang" "China","Chongqing" "China"
3U,"Yichang" "China","Chengdu" "China"
3U,"Yichang" "China","Hong Kong" "Hong Kong"
3U,"Yangzhou" "China","Chengdu" "China"
3U,"Vancouver" "Canada","Shenyang" "China"
3U,"Zhanjiang" "China","Chongqing" "China"
3U,"Zhanjiang" "China","Hong Kong" "Hong Kong"
3U,"Zhongwei" "China","Beijing" "China"
3U,"Zhongwei" "China","Xining" "China"
3U,"Zhuhai" "China","Changzhou" "China"
3U,"Zhuhai" "China","Haikou" "China"
4B,"Las Vegas" "United States","Los Angeles" "United States"
4B,"Los Angeles" "United States","Las Vegas" "United States"
4D,"Cairo" "Egypt","Tel-aviv" "Israel"
4D,"Tel-aviv" "Israel","Cairo" "Egypt"
4E,"Mcgrath" "United States","Nikolai" "United States"
4E,"Mcgrath" "United States",null null
4E,"Nikolai" "United States","Mcgrath" "United States"
4E,null null,"Tatalina" "United States"
4E,"Tatalina" "United States","Mcgrath" "United States"
4G,"Beloyarsky" "Russia","Moscow" "Russia"
4G,"Nukus" "Uzbekistan","Moscow" "Russia"
